Name,Rank,Tuition and fees
Ventura Adult and Continuing Education,NA,NA
Albert I Prince Technical High School,NA,NA
Bullard-Havens Technical High School,NA,NA
Howell Cheney THS/CT Aero Tech School,NA,NA
W F Kaynor Technical High School,NA,NA
Platt Technical High School,NA,NA
College of Business and Technology-Main Campus,NA,NA
City College-Altamonte Springs,NA,NA
Empire Beauty School-Dunwoody,NA,NA
Cobb Beauty College Inc,NA,NA
Career Center of Southern Illinois,NA,NA
Crave Beauty Academy,NA,NA
Camelot College,NA,NA
Hastings Beauty School,NA,NA
Kirksville Area Technical Center,NA,NA
South Central Career Center,NA,NA
Saline County Career Center,NA,NA
Warrensburg Area Career Center,NA,NA
Nevada Regional Technical Center,NA,NA
Cass Career Center,NA,NA
Applied Technology Services,NA,NA
Central College of Cosmetology,NA,NA
Southeast Missouri Hospital College of Nursing and Health Sciences,NA,NA
Messenger College,NA,NA
Tennessee Academy of Cosmetology-Shelby Drive,NA,NA
Durham Beauty Academy,NA,NA
Union County Vocational Technical School,NA,NA
Prism Career Institute-Philadelphia,NA,NA
Clinton Essex Warren Washington BOCES,NA,NA
Jefferson Lewis BOCES-Practical Nursing Program,NA,NA
Veeb Nassau County School of Practical Nursing,NA,NA
Cattaraugus Allegany BOCES-Practical Nursing Program,NA,NA
Orange Ulster BOCES-Practical Nursing Program,NA,NA
Wayne Finger Lakes BOCES-Practical Nursing Program,NA,NA
Broome Delaware Tioga BOCES-Practical Nursing Program,NA,NA
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,NA,NA
Albany BOCES-Adult Practical Nursing Program,NA,NA
Ulster BOCES School of Practical Nursing,NA,NA
Eastern Suffolk BOCES,NA,NA
Rockland County BOCES-Practical Nursing Program,NA,NA
New York College of Health Professions,NA,NA
Charles Stuart School of Diamond Setting,NA,NA
Penta County Joint Vocational School,NA,NA
Career and Technology Education Centers of Licking County,NA,NA
Willoughby-Eastlake School of Practical Nursing,NA,NA
Washington County Career Center-Adult Technical Training,NA,NA
Ohio Media School-Cincinnati,NA,NA
Ohio Technical Center at Vantage Career Center,NA,NA
Indian Capital Technology Center-Muskogee,NA,NA
Western Technology Center,NA,NA
Mid-America Technology Center,NA,NA
Northeast Technology Center-Pryor,NA,NA
Eastern Oklahoma County Technology Center,NA,NA
Wes Watkins Technology Center,NA,NA
York County School of Technology-Adult & Continuing Education,NA,NA
Chester County Intermediate Unit,NA,NA
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,NA,NA
Greater Johnstown Career and Technology Center,NA,NA
Mifflin County Academy of Science and Technology,NA,NA
Lenape Technical School Practical Nursing Program,NA,NA
Venango County Area Vocational Technical School,NA,NA
Lancaster County Career and Technology Center,NA,NA
Lebanon County Area Vocational Technical School,NA,NA
Indiana County Technology Center,NA,NA
Northern Tier Career Center,NA,NA
Clarion County Career Center Practical Nursing Program,NA,NA
Hazleton Area Career Center,NA,NA
All-State Career School-Pittsburgh,NA,NA
Colegio Tecnologico y Comercial de Puerto Rico,NA,NA
Quality Technical and Beauty College,NA,NA
D'Mart Institute,NA,NA
Automeca Technical College-Aguadilla,NA,NA
Fortis Institute-Cookeville,NA,NA
North Central Institute,NA,NA
Pipo Academy of Hair Design,NA,NA
Tint School of Makeup and Cosmetology-Dallas,NA,NA
United Technical Center,NA,NA
Charles H McCann Technical School,NA,NA
Ailano School of Cosmetology,NA,NA
Carsten Institute of Cosmetology,NA,NA
Central California School of Continuing Education,NA,NA
Mercy Hospital School of Practical Nursing-Plantation General Hospital,NA,NA
Marion Technical College,NA,NA
Rivertown School of Beauty Barber Skin Care and Nails,NA,NA
Atlanta Institute of Music and Media,NA,NA
Illinois Media School,NA,NA
St Louis Hair Academy,NA,NA
New Dimensions School of Hair Design,NA,NA
Adirondack Beauty School,NA,NA
Forbes Road Career and Technology Center,NA,NA
Jna Institute of Culinary Arts,NA,NA
Cortiva Institute-Seattle,NA,NA
Putnam Career and Technical Center,NA,NA
Argosy University-Northern Virginia,NA,NA
Crawford County Career and Technical Center Practical Nursing Program,NA,NA
Texas College of Cosmetology-San Angelo,NA,NA
Beauty Schools of America-Hialeah,NA,NA
Automeca Technical College-Bayamon,NA,NA
Automeca Technical College-Caguas,NA,NA
Automeca Technical College-Ponce,NA,NA
Everest University-Melbourne,NA,NA
Centura College-Chesapeake,NA,NA
University of Phoenix-Hawaii,NA,NA
Florida College of Natural Health-Miami,NA,NA
Prism Career Institute-Cherry Hill,NA,NA
Southwest College of Naturopathic Medicine & Health Sciences,NA,NA
Escuela de Peritos Electricistas de Isabela Inc,NA,NA
Virginia College-Birmingham,NA,NA
Virginia College-Huntsville,NA,NA
Yeshiva D'monsey Rabbinical College,NA,NA
Lincoln Technical Institute-Mahwah,NA,NA
Career Technical Institute,NA,NA
Northwest Vista College,NA,NA
Oconee Fall Line Technical College,NA,NA
York County Community College,NA,NA
Northeast Technology Center-Afton,NA,NA
Western Suffolk BOCES,NA,NA
Sanford-Brown College-Atlanta,NA,NA
Arkansas State University-Mountain Home,NA,NA
Columbia Gorge Community College,NA,NA
Arizona State University-Polytechnic,NA,NA
Colleen O'Haras Beauty Academy,NA,NA
Bakke Graduate University,NA,NA
Tillamook Bay Community College,NA,NA
Argosy University-Schaumburg,NA,NA
Manhattan School of Computer Technology,NA,NA
Indian Capital Technology Center-Sallisaw,NA,NA
Indian Capital Technology Center-Stilwell,NA,NA
Hairitage Hair Academy,NA,NA
Houghton Lake Institute of Cosmetology,NA,NA
Arizona College-Glendale,NA,NA
Vanguard-Sentinel Adult Career and Technology Center,NA,NA
House of Heavilin Beauty College-Raymore,NA,NA
Living Arts College,NA,NA
New York Conservatory for Dramatic Arts,NA,NA
Eastern International College-Jersey City,NA,NA
Academia Serrant Inc,NA,NA
Champion Institute of Cosmetology,NA,NA
Pacific College,NA,NA
American College of Healthcare,NA,NA
Compu-Med Vocational Careers Corp,NA,NA
Advantage Technical College,NA,NA
Midwestern University-Glendale,NA,NA
Oregon Coast Community College,NA,NA
Le Cordon Bleu College of Culinary Arts-Pasadena,NA,NA
Gwinnett College-Sandy Springs,NA,NA
Lincoln Technical Institute-Brockton,NA,NA
Mildred Elley-Pittsfield Campus,NA,NA
Embry-Riddle Aeronautical University-Worldwide,NA,NA
Merkaz Bnos-Business School,NA,NA
Lia Schorr Institute of Cosmetic Skin Care Training,NA,NA
CET-Alexandria,NA,NA
CET-Durham,NA,NA
Aviation Institute of Maintenance-Chesapeake,NA,NA
Centura College-Richmond Main,NA,NA
Technical Education Center-Osceola,NA,NA
Miami Ad School-Wynwood,NA,NA
Green Country Technology Center,NA,NA
Nova College de Puerto Rico,NA,NA
Styles and Profiles Beauty College,NA,NA
John Wesley International Barber and Beauty College,NA,NA
Platt College-Lawton,NA,NA
Southeastern College-West Palm Beach,NA,NA
Ottawa University-Milwaukee,NA,NA
Argosy University-Tampa,NA,NA
The Illinois Institute of Art-Schaumburg,NA,NA
Klamath Community College,NA,NA
The Art Institute of Phoenix,NA,NA
L3 Commercial Training Solutions Airline Academy,NA,NA
American College of Acupuncture and Oriental Med,NA,NA
AOMA Graduate School of Integrative Medicine,NA,NA
Urban College of Boston,NA,NA
Branford Hall Career Institute-Windsor Campus,NA,NA
Golf Academy of America-Orlando,NA,NA
Golf Academy of America-Phoenix,NA,NA
Strayer University-Maryland,NA,NA
Empire Beauty School-Bordentown,NA,NA
Empire Beauty School-Monroeville,NA,NA
Southern Careers Institute-San Antonio,NA,NA
Virginia School of Massage,NA,NA
Cayce/Reilly School of Massage,NA,NA
CET-Sacramento,NA,NA
Prism Career Institute-West Atlantic City,NA,NA
Everest Institute-Marietta,NA,NA
The Creative Center,NA,NA
Studio Jewelers,NA,NA
Praxis Institute,NA,NA
San Juan Bautista School of Medicine,NA,NA
Texas Health and Science University,NA,NA
Carver Career Center,NA,NA
New Hampshire Institute of Art,NA,NA
Cayuga Onondaga BOCES-Practical Nursing Program,NA,NA
Clearfield County Career and Technology Center,NA,NA
Colegio de Cinematografia Artes y Television,NA,NA
Delaware County Technical School-Practical Nursing Program,NA,NA
Mid-Del Technology Center,NA,NA
New York Institute of Massage Inc,NA,NA
Jolie Hair and Beauty Academy-Ludlow,NA,NA
Dutchess BOCES-Practical Nursing Program,NA,NA
Escuela Tecnica de Electricidad,NA,NA
Institute of Technology,NA,NA
Garnet Career Center,NA,NA
Bristol Technical Education Center,NA,NA
Genesee Valley BOCES-Practical Nursing Program,NA,NA
Hamilton Fulton Montgomery BOCES-Practical Nursing Program,NA,NA
Henrico County-Saint Marys Hospital School of Practical Nursing,NA,NA
Herkimer County BOCES-Practical Nursing Program,NA,NA
International Beauty College,NA,NA
Dewey University-Hato Rey,NA,NA
Cape Coral Technical College,NA,NA
Massachusetts General Hospital Dietetic Internship,NA,NA
Mercy Hospital School of Nursing,NA,NA
Northland Career Center,NA,NA
Norwich Technical High School/Adult Licensed Practical Nurse Program,NA,NA
Ocean County Vocational-Technical School,NA,NA
Putnam Westchester BOCES-Practical Nursing Program,NA,NA
Brightwood College-San Antonio-Ingram,NA,NA
Trinity College of Puerto Rico,NA,NA
Virginia Sewing Machines and School Center,NA,NA
Vogue Beauty and Barber School,NA,NA
Yeshiva of the Telshe Alumni,NA,NA
Northeast Technology Center-Kansas,NA,NA
Kenneth Shuler School of Cosmetology-Rock Hill,NA,NA
University of Phoenix-Washington,NA,NA
University of Phoenix-Oregon,NA,NA
CET-El Paso,NA,NA
Brightwood College-Riverside,NA,NA
Appalachian School of Law,NA,NA
LIU Hudson at Westchester,NA,NA
Platt College-Ontario,NA,NA
Delaware College of Art and Design,NA,NA
Argosy University-The Art Institute of California-Los Angeles,NA,NA
American University of Health Sciences,NA,NA
Career Networks Institute,NA,NA
Monty Tech,NA,NA
Okaloosa Technical College,NA,NA
Lincoln Technical Institute-Lincoln,NA,NA
Wayne County Schools Career Center,NA,NA
Blessing Hospital School of Medical Laboratory Technology,NA,NA
Carolinas College of Health Sciences,NA,NA
Western Governors University,NA,NA
Santa Barbara Business College-Ventura,NA,NA
Sullivan and Cogliano Training Center,NA,NA
Herzing University-Kenner,NA,NA
Spencerian College-Lexington,NA,NA
Florida Gulf Coast University,NA,NA
Seacoast Career Schools-Sanford Campus,NA,NA
Little Priest Tribal College,NA,NA
South Louisiana Community College,NA,NA
Pima Medical Institute-Chula Vista,NA,NA
Lincoln College of Technology-Marietta,NA,NA
Academy of Hair Design-Lufkin,NA,NA
Academy of Hair Design-Beaumont,NA,NA
Anson College of Cosmetology,NA,NA
Baltimore School of Massage-Linthicum,NA,NA
Toni & Guy Hairdressing Academy-Worcester,NA,NA
Northwest HVAC/R Training Center,NA,NA
L T International Beauty School,NA,NA
Myotherapy Institute,NA,NA
Florida College of Integrative Medicine,NA,NA
New Professions Technical Institute,NA,NA
Strand College of Hair Design,NA,NA
Branford Hall Career Institute-Southington Campus,NA,NA
City College-Miami,NA,NA
Ilisagvik College,NA,NA
Community College of Baltimore County,NA,NA
Golf Academy of America-Myrtle Beach,NA,NA
Florida Coastal School of Law,NA,NA
White Earth Tribal and Community College,NA,NA
Centura College-North Charleston,NA,NA
Blue Cliff College-Metairie,NA,NA
Creative Images Institute of Cosmetology-North Dayton,NA,NA
Dewey University-Carolina,NA,NA
Yeshiva College of the Nations Capital,NA,NA
University of Phoenix-Maryland,NA,NA
Louisiana State University Health Sciences Center-Shreveport,NA,NA
Central Career Institute LLC,NA,NA
Franklin Career Institute,NA,NA
Montessori Institute of Milwaukee,NA,NA
Hair Academy II,NA,NA
Pryor Beauty College,NA,NA
Argosy University-Phoenix,NA,NA
Mr Leon's School of Hair Design-Lewiston,NA,NA
Vatterott College-St Joseph,NA,NA
Vatterott College-Sunset Hills,NA,NA
Southwest Acupuncture College-Boulder,NA,NA
Utah College of Massage Therapy-Utah Valley,NA,NA
River Parishes Community College,NA,NA
Los Angeles Film School,NA,NA
Argosy University-Orange County,NA,NA
Dewey University-Bayamon,NA,NA
National American University-Bloomington,NA,NA
Century College,NA,NA
FINE Mortuary College,NA,NA
International Baptist College and Seminary,NA,NA
Gwinnett College,NA,NA
Fortis College-Foley,NA,NA
Medical Training College,NA,NA
Toni & Guy Hairdressing Academy-Plano,NA,NA
University of Connecticut-Waterbury Campus,NA,NA
University of Connecticut-Avery Point,NA,NA
University of Connecticut-Stamford,NA,NA
Vatterott College-Oklahoma City,NA,NA
University of Management and Technology,NA,NA
Baton Rouge Community College,NA,NA
International Yacht Restoration School,NA,NA
Linfield College-School of Nursing,NA,NA
Midwest Technical Institute-Springfield,NA,NA
Advanced Barber College and Hair Design,NA,NA
The College of Health Care Professions-Austin,NA,NA
Monteclaro Escuela de Hoteleria y Artes Culinarias,NA,NA
Dallas Nursing Institute,NA,NA
Professional Golfers Career College,NA,NA
Chester Career College,NA,NA
Milan Institute-San Antonio Ingram,NA,NA
Rudae's School of Beauty Culture-Ft Wayne,NA,NA
Carrington College-San Jose,NA,NA
Stevens-Henager College,NA,NA
Brookline College-Tucson,NA,NA
McCann School of Business & Technology,NA,NA
McCann School of Business & Technology,NA,NA
Carrington College-Pleasant Hill,NA,NA
Ridley-Lowell Business & Technical Institute-Poughkeepsie,NA,NA
Florida College of Natural Health-Maitland,NA,NA
Modern Hairstyling Institute-Carolina,NA,NA
Stratford University,NA,NA
Universal Technical Institute of California Inc,NA,NA
American InterContinental University-Atlanta,NA,NA
Altierus Career College-Chesapeake,NA,NA
Everest Institute-Greenspoint,NA,NA
The Academy of Hair Design Six,NA,NA
Eastern West Virginia Community and Technical College,NA,NA
Aviation Institute of Maintenance-Indianapolis,NA,NA
Branford Hall Career Institute-Springfield Campus,NA,NA
Remington College-Little Rock Campus,NA,NA
Everest University-Jacksonville,NA,NA
IVAEM College,NA,NA
Midwest College of Oriental Medicine-Evanston,NA,NA
Argosy University-Seattle,NA,NA
Carrington College-Spokane,NA,NA
Brightwood College-Friendswood,NA,NA
Pierce College-Puyallup,NA,NA
Cascadia College,NA,NA
Johnson & Wales University-Denver,NA,NA
University of Phoenix-Ohio,NA,NA
CBD College,NA,NA
East West College of Natural Medicine,NA,NA
Atlantic Institute of Oriental Medicine,NA,NA
MDT College of Health Sciences,NA,NA
Bennett Career Institute,NA,NA
Blue Cliff College-Shreveport,NA,NA
Blue Cliff College-Lafayette,NA,NA
Quest College,NA,NA
Community Care College,NA,NA
Crossroads Bible College,NA,NA
Erie 1 BOCES,NA,NA
Fayette Beauty Academy,NA,NA
HDS Truck Driving Institute,NA,NA
International Training Careers,NA,NA
The King's University,NA,NA
Fortis College-Baton Rouge,NA,NA
My Le's Beauty College,NA,NA
New Concept Massage and Beauty School,NA,NA
New York College of Traditional Chinese Medicine,NA,NA
Fortis College-Orange Park,NA,NA
Northeastern Seminary,NA,NA
Omega Institute of Cosmetology,NA,NA
Pacific Islands University,NA,NA
PCI College,NA,NA
Rosedale Bible College,NA,NA
American Career College-Lynwood,NA,NA
Seattle Institute of Oriental Medicine,NA,NA
Shawnee Beauty College,NA,NA
Acupuncture and Massage College,NA,NA
Southeastern School of Cosmetology,NA,NA
Universal Therapeutic Massage Institute,NA,NA
Upper Valley Educators Institute,NA,NA
Keck Graduate Institute,NA,NA
Aviation Institute of Maintenance-Atlanta,NA,NA
National Beauty College,NA,NA
Empire Beauty School-Kennesaw,NA,NA
Career Training Academy-Pittsburgh,NA,NA
Huntingdon County Career and Technology Center,NA,NA
Missouri College of Cosmetology North,NA,NA
New York Automotive and Diesel Institute,NA,NA
Remington College-Baton Rouge Campus,NA,NA
Brightwood College-Beaumont,NA,NA
Brightwood College-Laredo,NA,NA
The Art Institute of Washington,NA,NA
Arkansas State University-Newport,NA,NA
Marlboro College Graduate & Professional Studies,NA,NA
University of Phoenix-Massachusetts,NA,NA
University of Phoenix-Wisconsin,NA,NA
University of Phoenix-Idaho,NA,NA
Atenas College,NA,NA
Onondaga Cortland Madison BOCES,NA,NA
National American University-Ellsworth AFB Extension,NA,NA
National American University-Albuquerque West,NA,NA
National American University-Brooklyn Center,NA,NA
Interactive College of Technology,NA,NA
Pillar College,NA,NA
Miami Ad School-San Francisco,NA,NA
Oregon State University-Cascades Campus,NA,NA
Milan Institute-Amarillo,NA,NA
Vatterott College-Dividend,NA,NA
Vatterott College-Tulsa,NA,NA
Vatterott College-Wichita,NA,NA
Southern University Law Center,NA,NA
Sanford-Brown College-Orlando,NA,NA
Lincoln Technical Institute-Lowell,NA,NA
Texas Barber College,NA,NA
Altierus Career College-Houston Hobby,NA,NA
Miller-Motte Technical College-Charleston,NA,NA
American Career College-Anaheim,NA,NA
Saginaw Chippewa Tribal College,NA,NA
Wyotech-Blairsville,NA,NA
Richmont Graduate University,NA,NA
The Seattle School of Theology & Psychology,NA,NA
Northwest College-Hillsboro,NA,NA
East Valley Institute of Technology,NA,NA
West Coast Ultrasound Institute,NA,NA
Design's School of Cosmetology,NA,NA
University of the Rockies,NA,NA
Eli Whitney Technical High School,NA,NA
Harris School of Business-Wilmington Campus,NA,NA
Ultimate Medical Academy-Clearwater,NA,NA
Florida Barber Academy,NA,NA
Jacksonville Beauty Institute,NA,NA
