"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"1896","Grand River Technical School","Chillicothe","MO","64601","www.grts.org","39.798864","-93.559669","0.7465",1,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1897","Cleveland University-Kansas City","Overland Park","KS","66210","www.cleveland.edu","38.932019","-94.679076","NULL",2,"12","NULL",43551,"0","0","0","0","0","0","1","0","0","0","0","0"
"1898","Columbia Area Career Center","Columbia","MO","65203-7199","career-center.org/pce","38.903705","-92.33669","0.7097",1,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1899","Columbia College","Columbia","MO","65216","www.ccis.edu","38.957388","-92.326354","NULL",2,"12","NULL",34152,"0","1","0","2","0","0","1","1","2","2","2","2"
"1900","Conception Seminary College","Conception","MO","64433-0502","www.conception.edu","40.24044","-94.682831","1",2,"42","1050",34878,"0","0","0","0","0","0","0","0","0","0","0","0"
"1901","Concordia Seminary","Saint Louis","MO","63105-3196","www.csl.edu","38.637181","-90.311324","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1902","Cottey College","Nevada","MO","64772","www.cottey.edu","37.836127","-94.371311","0.6872",2,"33","1059",30100,"0","1","0","0","0","0","0","0","1","1","1","0"
"1903","Covenant Theological Seminary","Saint Louis","MO","63141-8609","www.covenantseminary.edu","38.643066","-90.451323","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1904","Crowder College","Neosho","MO","64850","www.crowder.edu","36.814906","-94.368315","NULL",1,"32","NULL",9590,"0","0","0","0","0","0","0","0","0","0","0","0"
"1905","Culver-Stockton College","Canton","MO","63435-1299","www.culver.edu","40.128993","-91.529374","0.5812",2,"43","966",36938,"0","0","0","0","1","0","1","1","1","1","2","1"
"1906","Drury University","Springfield","MO","65802-3791","www.drury.edu","37.219681","-93.286192","0.6997",2,"12","1142",35054,"0","2","1","1","1","0","1","1","2","1","1","1"
"1907","East Central College","Union","MO","63084","www.eastcentral.edu","38.431845","-90.97809","NULL",1,"41","NULL",12300,"0","0","0","0","0","0","0","0","0","0","0","0"
"1908","Eden Theological Seminary","Webster Groves","MO","63119-3192","www.eden.edu","38.592307","-90.345605","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1909","Elaine Steven Beauty College","Saint Louis","MO","63136-5618","www.elainestevenbeautycollege.com","38.761399","-90.278574","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1910","Pinnacle Career Institute-South Kansas City","Kansas City","MO","64137-1659","PCITRAINING.EDU","38.938335","-94.529762","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1911","Evangel University","Springfield","MO","65802-2125","www.evangel.edu","37.220956","-93.262614","0.7536",2,"12","1063",33829,"0","1","0","1","1","0","1","1","1","1","2","1"
"1912","Fontbonne University","Saint Louis","MO","63105-3098","https://www.fontbonne.edu","38.642697","-90.315712","0.8952",2,"21","1050",37113,"0","0","0","1","2","0","1","1","1","1","2","1"
"1913","Four Rivers Career Center","Washington","MO","63090-4235","frcc-sdow-mo.schoolloop.com/","38.547707","-91.020914","NULL",1,"32","NULL",21262,"0","0","0","0","0","0","0","0","0","0","0","0"
"1914","Ozarks Technical Community College","Springfield","MO","65802","www.otc.edu","37.216479","-93.279985","NULL",1,"12","NULL",11287,"0","0","0","0","0","0","0","0","0","0","0","0"
"1915","Hannibal-LaGrange University","Hannibal","MO","63401","www.hlg.edu","39.729015","-91.39094","0.6164",2,"33","NULL",31661,"0","0","0","1","2","0","1","1","1","1","1","1"
"1916","Harris-Stowe State University","Saint Louis","MO","63103-2136","www.hssu.edu","38.631744","-90.224288","NULL",1,"11","NULL",15257,"0","0","0","0","1","0","1","1","0","1","1","0"
"1917","Hickey College","Saint Louis","MO","63114","www.hickeycollege.edu","38.709638","-90.407513","0.7568",3,"21","NULL",20635,"0","0","0","0","0","0","0","0","0","0","1","0"
"1918","House of Heavilin Beauty College-Kansas City","Kansas City","MO","64110-2826","kc-hair.com","39.022905","-94.574262","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1919","Independence College of Cosmetology","Independence","MO","64055","www.hair-skin-nails.com","39.079093","-94.426462","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1920","Jefferson College","Hillsboro","MO","63050-2440","www.jeffco.edu","38.259889","-90.558954","NULL",1,"41","NULL",9942,"0","0","0","0","0","0","0","0","0","0","0","0"
"1921","Paul Mitchell the School-Missouri Columbia","Columbia","MO","65202","missouricolumbia.paulmitchell.edu/","38.969222","-92.310417","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1922","Barnes-Jewish College Goldfarb School of Nursing","Saint Louis","MO","63110","www.barnesjewishcollege.edu/","38.637165","-90.258772","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1923","Kansas City Art Institute","Kansas City","MO","64111-1874","www.kcai.edu","39.046353","-94.583594","0.6504",2,"11","1072",50020,"0","0","0","0","0","0","0","0","0","0","0","0"
"1924","Kenrick Glennon Seminary","Saint Louis","MO","63119-4399","www.kenrick.edu","38.584608","-90.324024","1",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1925","A T Still University of Health Sciences","Kirksville","MO","63501","WWW.ATSU.EDU","40.193648","-92.589183","NULL",2,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1926","Lake Career and Technical Center","Camdenton","MO","65020","camdentonschools.schoolwires.net/lctc","38.005502","-92.732943","NULL",1,"41","NULL",7950,"0","0","0","0","0","0","0","0","0","0","0","0"
"1927","Lex La-Ray Technical Center","Lexington","MO","64067-1525","www.lexlaray.com","39.173683","-93.865563","0.6471",1,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1928","Lincoln University","Jefferson City","MO","65101","www.lincolnu.edu/","38.564431","-92.166724","NULL",1,"13","NULL",16510,"1","1","0","1","1","0","1","1","1","1","1","1"
"1929","Lindenwood University","Saint Charles","MO","63301-1695","www.lindenwood.edu","38.785425","-90.501286","0.5469",2,"13","1045",31802,"0","1","0","1","1","0","1","1","1","1","2","1"
"1930","State Technical College of Missouri","Linn","MO","65051-9607","https://www.statetechmo.edu","38.467699","-91.814259","NULL",1,"42","NULL",15533,"0","0","0","0","0","0","0","0","0","0","0","0"
"1931","Logan University","Chesterfield","MO","63017","www.logan.edu","38.63133","-90.542333","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","2","0","0","0","0","0"
"1932","Metropolitan Community College-Kansas City","Kansas City","MO","64111-2429","www.mcckc.edu","39.068668","-94.58966","NULL",1,"11","NULL",11730,"0","0","0","0","0","0","0","0","0","0","0","0"
"1933","Maryville University of Saint Louis","Saint Louis","MO","63141-7299","www.maryville.edu","38.644774","-90.505998","0.928",2,"21","1114",43804,"0","1","0","1","1","1","1","1","1","1","2","1"
"1934","Merrell University of Beauty Arts and Science","Jefferson City","MO","65109","merrelluniversity.edu","38.571057","-92.198801","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1935","Metro Business College-Cape Girardeau","Cape Girardeau","MO","63701","www.metrobusinesscollege.edu","37.333512","-89.573215","NULL",3,"13","NULL",15622,"0","0","0","0","0","0","0","0","0","0","0","0"
"1936","Midwest Institute","Fenton","MO","63026","midwestinstitute.com","38.541611","-90.462497","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1937","Midwestern Baptist Theological Seminary","Kansas City","MO","64118-4697","https://www.mbts.edu","39.185691","-94.573185","0.9911",2,"11","1038",15998,"0","0","0","0","0","0","0","0","0","0","0","0"
"1938","Mineral Area College","Park Hills","MO","63601-1000","www.mineralarea.edu","37.845199","-90.481847","NULL",1,"32","NULL",13198,"0","0","0","0","0","0","0","0","0","0","0","0"
"1939","Missouri Baptist University","Saint Louis","MO","63141-8698","www.mobap.edu","38.641526","-90.462586","0.512",2,"21","968",34925,"0","0","0","1","2","0","1","1","1","1","2","1"
"1940","National Academy of Beauty Arts-Farmington","Farmington","MO","63640","www.naba.edu","37.787881","-90.434241","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1941","Missouri School of Barbering","Florissant","MO","63031-4701","americancollegeofhair.com","38.799094","-90.324567","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1942","Missouri Southern State University","Joplin","MO","64801-1595","www.mssu.edu","37.095155","-94.461689","0.9434",1,"13","990",14419,"0","0","0","1","1","0","1","1","1","1","2","1"
"1943","Missouri Valley College","Marshall","MO","65340","www.moval.edu","39.108522","-93.190654","0.4649",2,"33","NULL",32975,"1","0","0","1","1","0","1","1","2","1","1","1"
"1944","Missouri Western State University","Saint Joseph","MO","64507","https://www.missouriwestern.edu","39.7575","-94.785643","NULL",1,"13","NULL",16800,"0","1","0","1","1","0","1","1","1","1","1","1"
"1945","University of Missouri-Columbia","Columbia","MO","65211-1050","missouri.edu/","38.94531","-92.328843","0.747",1,"12","1183",23962,"1","1","0","1","2","1","1","1","1","1","1","1"
"1946","University of Missouri-Kansas City","Kansas City","MO","64110","www.umkc.edu/","39.034179","-94.582141","0.6187",1,"11","1126",21575,"0","1","1","1","1","1","1","1","1","1","1","1"
"1947","Missouri University of Science and Technology","Rolla","MO","65409","www.mst.edu/","37.953426","-91.775583","0.7933",1,"33","1265",21698,"0","0","0","1","0","1","1","1","1","1","1","1"
"1948","University of Missouri-St Louis","Saint Louis","MO","63121-4400","www.umsl.edu/","38.710312","-90.311091","0.7062",1,"21","1101",22105,"0","0","0","1","1","1","1","1","1","2","2","2"
"1949","Moberly Area Community College","Moberly","MO","65270-1304","www.macc.edu","39.418607","-92.455064","NULL",1,"32","NULL",11711,"0","0","0","0","0","0","0","0","0","0","0","0"
"1950","Hillyard Technical Center","Saint Joseph","MO","64506-5102","www.hillyardtech.com","39.768022","-94.808721","0.36",1,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1951","National Academy of Beauty Arts-St Louis","Saint Louis","MO","63128-0000","www.nabacollege.com","38.523469","-90.362515","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1952","Nazarene Theological Seminary","Kansas City","MO","64131-1246","www.nts.edu","39.009265","-94.565781","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1953","Neosho Beauty College","Neosho","MO","64850-1525","neoshobeautycollege.com","36.870562","-94.368636","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1954","Truman State University","Kirksville","MO","63501-4221","www.truman.edu","40.188267","-92.581658","0.6769",1,"33","1224",20555,"1","0","0","1","0","0","1","1","1","1","1","1"
"1955","Northwest Missouri State University","Maryville","MO","64468-6001","www.nwmissouri.edu","40.351692","-94.883339","0.7406",1,"33","1047",18226,"1","1","0","1","1","0","1","1","1","1","2","1"
"1956","Ozark Christian College","Joplin","MO","64801","www.occ.edu","37.103172","-94.510622","1",2,"13","1047",20258,"0","0","0","0","0","0","0","0","0","0","0","0"
"1957","College of the Ozarks","Point Lookout","MO","65726-0017","www.cofo.edu","36.616019","-93.238174","0.1422",2,"32","1071",28103,"1","1","0","1","1","0","1","1","1","1","1","1"
"1958","Park University","Parkville","MO","64152-3795","www.park.edu","39.189256","-94.679041","0.8456",2,"21","NULL",22013,"0","0","0","2","2","1","1","1","2","2","2","1"
"1959","Stevens-The Institute of Business & Arts","Saint Louis","MO","63103","www.siba.edu","38.632917","-90.201157","0.3333",3,"11","NULL",23035,"0","0","0","0","0","0","0","0","0","0","1","0"
"1960","Poplar Bluff Technical Career Center","Poplar Bluff","MO","63901-8960","www.poplarbluffschools.net","36.793776","-90.450477","NULL",1,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1961","Ranken Technical College","Saint Louis","MO","63113-2811","www.ranken.edu","38.653303","-90.248465","NULL",2,"11","NULL",21743,"0","0","0","0","0","0","0","0","0","0","1","0"
"1962","Research College of Nursing","Kansas City","MO","64132-1199","researchcollege.edu","39.006611","-94.556762","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1963","Rockhurst University","Kansas City","MO","64110-2561","www.rockhurst.edu","39.032318","-94.573003","0.7406",2,"11","1162",48082,"0","0","0","1","1","1","1","1","1","1","1","1"
"1964","Rolla Technical Institute/Center","Rolla","MO","65401","rolla.k12.mo.us","37.947448","-91.748741","0.7344",1,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1965","Everest College-Springfield","Springfield","MO","65807","www.everest.edu/campus/springfield","37.18165","-93.304743","NULL",2,"12","NULL",24913,"0","0","0","1","0","0","0","0","0","0","1","0"
"1966","Saint Louis University","Saint Louis","MO","63103-2097","www.slu.edu","38.636801","-90.2351","0.6474",2,"11","1259",54698,"0","1","0","1","1","1","1","1","1","1","2","1"
"1967","Salem College of Hairstyling","Rolla","MO","65401","www.centralandsalemcolleges.com","37.944067","-91.785219","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1968","American College of Hair Design Inc","Sedalia","MO","65301","www.americancollegeofhairdesign.com","38.711715","-93.269026","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1969","Sikeston Career and Technology Center","Sikeston","MO","63801-3347","www.sikestonr6.org","36.879979","-89.571513","NULL",1,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1970","Saint Louis Christian College","Florissant","MO","63033","www.stlchristian.edu","38.775771","-90.294569","0.2941",2,"21","780",18336,"0","0","0","0","0","0","0","0","0","0","0","0"
"1971","St. Louis College of Pharmacy","Saint Louis","MO","63110-1088","www.stlcop.edu","38.636904","-90.260617","NULL",2,"11","1185",41890,"0","0","0","0","0","0","1","0","0","0","0","0"
"1972","Saint Louis Community College","Saint Louis","MO","63102-2810","www.stlcc.edu/","38.62273","-90.190701","NULL",1,"11","NULL",11952,"0","0","0","0","0","0","0","0","0","0","0","0"
"1973","Saint Paul School of Theology","Leawood","KS","66224","www.spst.edu","38.880458","-94.641277","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1974","Southwest Baptist University","Bolivar","MO","65613-2596","www.sbuniv.edu","37.602425","-93.407056","0.8967",2,"32","1027",32059,"0","0","0","1","1","0","1","1","1","1","1","1"
"1975","Missouri State University-West Plains","West Plains","MO","65775-2715","www.wp.missouristate.edu","36.729574","-91.857838","NULL",1,"33","NULL",12729,"0","0","0","0","0","0","0","0","0","0","0","0"
"1976","Saint Luke's College of Health Sciences","Kansas City","MO","64111","www.saintlukescollege.edu/","39.051884","-94.594656","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1977","St Louis College of Health Careers-St Louis","Saint Louis","MO","63110","www.slchc.edu","38.63155","-90.26194","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1978","State Fair Community College","Sedalia","MO","65301-2199","https://www.sfccmo.edu","38.696423","-93.268028","NULL",1,"33","NULL",9449,"0","0","0","0","0","0","0","0","0","0","0","0"
"1979","Stephens College","Columbia","MO","65215","https://www.stephens.edu","38.95204","-92.319204","0.6104",2,"12","1049",42821,"1","0","0","0","1","0","1","0","1","0","1","0"
"1980","Southeast Missouri State University","Cape Girardeau","MO","63701","www.semo.edu","37.311107","-89.531187","0.8281",1,"13","1049",18248,"1","1","0","1","1","1","1","1","1","1","2","1"
"1981","Missouri State University-Springfield","Springfield","MO","65897","www.missouristate.edu","37.199258","-93.281281","0.8438",1,"12","1090",20296,"2","1","1","2","2","1","1","1","2","2","2","2"
"1982","Three Rivers College","Poplar Bluff","MO","63901","www.trcc.edu","36.776571","-90.429769","NULL",1,"33","NULL",14088,"0","0","0","0","0","0","0","0","0","0","0","0"
"1983","North Central Missouri College","Trenton","MO","64683","www.ncmissouri.edu","40.078096","-93.617353","NULL",1,"33","NULL",14132,"0","0","0","0","0","0","0","0","0","0","0","0"
"1984","Kansas City University of Medicine and Biosciences","Kansas City","MO","64106-1453","www.kcumb.edu","39.107553","-94.561374","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1985","Washington University in St Louis","Saint Louis","MO","63130-4899","www.wustl.edu","38.647929","-90.310604","0.1653",2,"21","1472",67751,"0","1","1","1","1","1","1","1","1","1","1","1"
"1986","Webster University","Saint Louis","MO","63119-3194","www.webster.edu","38.588875","-90.345151","0.4658",2,"21","1110",40955,"0","2","0","2","2","0","1","1","1","2","2","1"
